OBJECTID,OBJECTID,Onstreet,Atstreet,x,y,Month,Bridge_ID,DirFrom,LocationID,PkHrVol,Max24HrDay,PkHrDay,PkHrTime,PkHrAMPM,Month2,AWT,Max24HrVol,YearTxt,Year,created_user,created_date,last_edited_user,last_edited_date,GlobalID,x2,y2
196,96,Bellefontaine Rd,Parker Rd,901850.27896758,1078373.13203566,6,,S,96,730,Fri,Fri,4:00,PM,June,9050,9850,2024,2024,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535760995,{CC1F59B1-0B35-4210-A0D2-52919E7E1078},901850.278967578,1078373.13203566
197,97,Bellefontaine Rd,Redman Rd,900899.75823083,1074944.31244974,6, ,S,97,940,Sat,Fri,5:00,PM,June,11450,12786,2015,2015,,,HY4TCF,45275.9079513889,{BAA984F5-5971-4980-A03D-D14C096F4E3C},900899.758230828,1074944.31244974
198,97,Bellefontaine Rd,Redman Rd,900899.75823083,1074944.31244974,6,,S,97,1010,Fri,Fri,4:00,PM,June,12500,13400,2024,2024,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535777083,{42022F0A-9A7C-4E99-AE66-B70351584966},900899.758230828,1074944.31244974
199,98,Bellefontaine Rd,Spanish Pond Rd,902015.20974008,1079084.93769865,7,125,N,98,399,Sat,Sat,2:00,PM,July,4610,5182,2015,2015,,,HY4TCF,45275.9079513889,{85C6F610-2481-450D-9CA0-D529848BF7CD},902015.20974008,1079084.93769865
200,98,Bellefontaine Rd,Spanish Pond Rd,902015.20974008,1079084.93769865,9,125,N,98,444,Fri,Thu,4:00,PM,September,3370,4070,2021,2021,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535797106,{1D2AAC36-F6DC-47BB-A0B4-029611DD8EC9},902015.20974008,1079084.93769865
201,99,Bellefontaine Rd,Teurville Dr / St Cyr Rd,898082.91806399,1056289.79857774,6, ,N,99,857,Fri,Thu,5:00,PM,June,10230,10420,2015,2015,,,HY4TCF,45275.9079513889,{BF390262-BF3D-4E01-B88A-ECB2733CCB40},898082.918063994,1056289.79857774
202,99,Bellefontaine Rd,Teurville Dr / St Cyr Rd,898082.91806399,1056289.79857774,6,,N,99,857,Fri,Thu,5:00,PM,June,10230,10420,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{07EE24C4-9B2B-4123-BA74-A29EEA485ABF},898082.918063994,1056289.79857774
203,100,Bellefontaine Rd,Trampe Rd,901307.7442915,1076459.06959082,6, ,S,100,806,Fri,Fri,5:00,PM,June,9840,10415,2015,2015,,,HY4TCF,45275.9079513889,{310C5D58-6B3F-459E-B1C2-C7391A9F043A},901307.744291496,1076459.06959082
204,100,Bellefontaine Rd,Trampe Rd,901307.7442915,1076459.06959082,6,,S,100,910,Fri,Fri,4:00,PM,June,11100,11900,2024,2024,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535813773,{249E9D06-0D36-4F54-BF80-DA1F0A2DC742},901307.744291496,1076459.06959082
205,101,Bennington Pl,Ameling Rd,833656.61483024,1051571.32737166,10, ,S,101,1042,Wed,Wed,5:00,PM,October,10920,10992,2013,2013,,,HY4TCF,45275.9079513889,{E5CE043E-EE9C-4B1B-9F66-436664C032BD},833656.614830244,1051571.32737166
206,101,Bennington Pl,Ameling Rd,833656.61483024,1051571.32737166,8,,S,101,840,Fri,Fri,0.166666666666667,PM,August,9400,9890,2023,2023,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535833681,{2F0F5EA7-0934-4B55-9462-67B869E4490E},833656.614830244,1051571.32737166
207,102,Bennington Pl,Fee Fee Rd,830297.23965925,1041206.74409824,10, ,N,102,1911,Fri,Tue,7:00,AM,October,19650,20308,2013,2013,,,HY4TCF,45275.9079513889,{BB91D02D-4628-4CE0-BF69-4A48065A2D95},830297.239659246,1041206.74409824
208,102,Bennington Pl,Fee Fee Rd,830297.23965925,1041206.74409824,8,,N,102,2030,Fri,Wedn,0.166666666666667,PM,August,20300,21550,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{559A2903-CC81-4A7A-B53C-9F35B2132BB1},830297.239659246,1041206.74409824
209,103,Bennington Pl,Marine Ave,832211.30210408,1044796.15391415,10, ,S,103,2270,Fri,Tue,5:00,PM,October,20830,21394,2013,2013,,,HY4TCF,45275.9079513889,{63988DDA-78FC-460C-AA5F-8CD64DF217CA},832211.302104078,1044796.15391415
210,103,Bennington Pl,Marine Ave,832211.30210408,1044796.15391415,8,,S,103,1460,Fri,Tue,0.166666666666667,PM,August,15180,13560,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{84DD3958-BF98-4865-AB11-E37746FECDE0},832211.302104078,1044796.15391415
211,104,Bennington Pl,McKelvey Rd,833509.04524349,1050117.33421665,7, ,N,104,1575,Fri,Fri,5:00,PM,July,16540,17659,2013,2013,,,HY4TCF,45275.9079513889,{506F8739-93BE-4413-93B3-2A2E0BECC5ED},833509.045243494,1050117.33421665
212,104,Bennington Pl,McKelvey Rd,833509.04524349,1050117.33421665,5,,N,104,1030,Fri,Thu,5:00,PM,May,11480,11840,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535850116,{290E6EB7-3D82-4EE0-8691-761757D41A35},833509.045243494,1050117.33421665
213,105,Bennington Pl,Page Ave,830245.15643008,1042660.73725324,10, ,N,105,2481,Fri,Mon,5:00,PM,October,23740,23743,2013,2013,,,HY4TCF,45275.9079513889,{48F31313-6DAA-4977-996B-0F5AC844DAC0},830245.156430081,1042660.73725324
214,105,Bennington Pl,Page Ave,830245.15643008,1042660.73725324,8,,N,105,1640,Fri,Thurs,5:00,PM,August,16750,17350,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{77F09251-2049-4775-A91F-16CDFFD3DB98},830245.156430081,1042660.73725324
215,106,Bermuda Dr,Florissant Rd,877484.6817015,1046976.23255924,8, ,N,106,198,Wed,Wed,4:00,PM,August,2000,2052,2016,2016,,,HY4TCF,45275.9079513889,{C6669769-E399-4BD9-A554-1EDDA8FA1E35},877484.681701496,1046976.23255924
216,106,Bermuda Dr,Florissant Rd,877484.6817015,1046976.23255924,8,,N,106,198,Wed,Wed,4:00,PM,August,2000,2052,2016,2016,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{17A596E6-A9E2-4A54-85FC-32825C6CB921},877484.681701496,1046976.23255924
217,107,Bermuda Dr,I-70,877981.20957983,1050264.42677024,8, ,N,107,732,Fri,Tue,4:00,PM,August,7570,7868,2016,2016,,,HY4TCF,45275.9079513889,{23F9A856-46AE-4612-909E-61925F20DE3E},877981.209579829,1050264.42677024
218,107,Bermuda Dr,I-70,877946.48720833,1049469.28794057,8,,N,107,732,Fri,Tue,4:00,PM,August,7570,7868,2016,2016,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{24957399-CBD9-401F-840E-79A02211EB83},877946.487208329,1049469.28794057
219,108,Bermuda Dr,I-70,877946.48720833,1049469.28794057,8, ,S,108,302,Fri,Thu,5:00,PM,August,3870,4024,2016,2016,,,HY4TCF,45275.9079513889,{FB9BA0EA-F382-4D73-B385-AFF27992DF81},877946.487208329,1049469.28794057
220,108,Bermuda Dr,I-70,877981.20957983,1050264.42677024,8,,S,108,302,Fri,Thu,5:00,PM,August,3870,4024,2016,2016,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{04E8E1EC-80A2-42D4-A8C5-6A591B88A551},877981.209579829,1050264.42677024
221,109,Bermuda Dr,Paul Ave,878345.03956083,1057903.96857774,8,142,S,109,843,Fri,Wed,4:00,PM,August,8590,8787,2016,2016,,,HY4TCF,45275.9079513889,{865CA4F1-771A-4981-B1D7-A7B7B0692D96},878345.039560828,1057903.96857774
222,109,Bermuda Dr,Paul Ave,878345.03956083,1057903.96857774,8,142,S,109,843,Fri,Wed,4:00,PM,August,8590,8787,2016,2016,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{13ADEE11-7DD8-40C6-92CD-AF4F863C3567},878345.039560828,1057903.96857774
223,110,Berry Rd,Big Bend Blvd,855294.672932,997789.1622984,10, ,N,110,921,Fri,Tue,5:00,PM,October,9470,9945,2013,2013,,,HY4TCF,45275.9079513889,{601A2FFC-7B0E-4949-8C47-2631DDBD4BB0},855294.672931995,997789.162298404
224,110,Berry Rd,Big Bend Blvd,855294.672932,997789.1622984,9,,N,110,1090,Fri,Wed,4:00,PM,September,11360,11720,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535869676,{C2E74A2F-AB20-4718-805F-8D27EDEBD24A},855294.672931995,997789.162298404
225,111,Berry Rd,I-44,855299.01347449,998830.82885024,10, ,N,111,1395,Fri,Fri,5:00,PM,October,13340,14167,2013,2013,,,HY4TCF,45275.9079513889,{41A70D9E-5D9B-47EB-A161-D7E92F64277E},855299.013474494,998830.82885024
226,111,Berry Rd,I-44,855299.01347449,998830.82885024,9,,N,111,1430,Fri,Fri,5:00,PM,September,14920,15780,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535886111,{2E62C54C-F0DD-4075-9400-5E3D454013B9},855299.013474494,998830.82885024
227,112,Berry Rd,Kirkham Rd,855338.07573233,1005879.44008107,10, ,N,112,965,Fri,Tue,5:00,PM,October,9010,9525,2013,2013,,,HY4TCF,45275.9079513889,{03744C4A-363D-49E3-A113-CD06F4F33F7D},855338.075732328,1005879.44008107
228,112,Berry Rd,Kirkham Rd,855338.07573233,1005879.44008107,9,,N,112,790,Fri,Fri,5:00,PM,September,8790,9330,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535904167,{1234C757-70A9-493A-9E99-E3D847E1E570},855338.075732328,1005879.44008107
229,113,Berry Rd,Lockwood Blvd (N Int),855294.672932,1001630.3081594,10, ,N,113,1255,Fri,Tue,5:00,PM,October,10820,11677,2013,2013,,,HY4TCF,45275.9079513889,{E1D8E2AC-6A3C-4AD9-8B8A-050E12E91F25},855294.672931995,1001630.3081594
230,113,Berry Rd,Lockwood Blvd (N Int),855294.672932,1001630.3081594,9,,N,113,1140,Thu,Thu,5:00,PM,September,12550,12910,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535922338,{ACEAA7B8-68AB-49AC-B7DD-4622C0008F6A},855294.672931995,1001630.3081594
231,114,Berry Rd,Lockwood Blvd (S Int),855299.01347449,1000974.92626807,10, ,S,114,1484,Fri,Fri,4:00,PM,October,14250,15447,2013,2013,,,HY4TCF,45275.9079513889,{89CD271F-E08F-4620-8820-2EF6958A8FF3},855299.013474494,1000974.92626807
232,114,Berry Rd,Lockwood Blvd (S Int),855299.01347449,1000974.92626807,9,,S,114,1300,Fri,Fri,5:00,PM,September,13190,14080,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535937037,{CDC3C669-7D3E-406F-8D6B-2DC30F957E40},855299.013474494,1000974.92626807
233,115,Berry Rd,Manchester Rd,855173.14528791,1009160.69008024,10, ,S,115,904,Fri,Tue,5:00,PM,October,9350,9702,2013,2013,,,HY4TCF,45275.9079513889,{E0161D67-A4DB-45B8-8DE5-BADD16F830E9},855173.145287912,1009160.69008024
234,115,Berry Rd,Manchester Rd,855173.14528791,1009160.69008024,9,,S,115,930,Fri,Thu,4:00,PM,September,9970,10610,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535956134,{FCA3D97A-C4F6-4C29-A75F-F0A2A8BC9051},855173.145287912,1009160.69008024
235,116,Big Bend Blvd,Berry Rd,855394.77082891,997730.9439109,5, ,E,116,1278,Wed,Wed,5:00,PM,May,12840,13286,2015,2015,,,HY4TCF,45275.9079513889,{30D7EE8B-9AC3-43E4-AC3D-B537988B714A},855394.770828914,997730.943910904
236,116,Big Bend Blvd,Berry Rd,855394.77082891,997730.9439109,5,,E,116,1278,Wed,Wed,5:00,PM,May,12840,13286,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{47FFDE5B-BD96-4AD2-80C9-5B9698B9D8E5},855394.770828914,997730.943910904
237,117,Big Bend Blvd,Clayton Rd,872057.09708425,1020196.22148682,5, ,N,117,2827,Thu,Thu,8:00,AM,May,28810,31518,2015,2015,,,HY4TCF,45275.9079513889,{F21BC15B-3BA8-47EC-B412-45990A3FD840},872057.097084247,1020196.22148682
238,117,Big Bend Blvd,Clayton Rd,872013.69428391,1019914.10361274,5,,N,117,2827,Thu,Thu,8:00,AM,May,28810,31518,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{1FBD00BB-6E7B-477F-8BB5-BF1F9B5607DC},872013.694283914,1019914.10361274
239,118,Big Bend Blvd,Clayton Rd,872013.69428391,1019914.10361274,5, ,S,118,2487,Thu,Wed,5:00,PM,May,26820,27457,2015,2015,,,HY4TCF,45275.9079513889,{B6DBF164-7799-4939-856F-23F45069984B},872013.694283914,1019914.10361274
240,118,Big Bend Blvd,Clayton Rd,872057.09708425,1020196.22148682,5,,S,118,2487,Thu,Wed,5:00,PM,May,26820,27457,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{EEA8EFEE-2F1F-49E6-84E5-CBF019E057D4},872057.097084247,1020196.22148682
241,119,Big Bend Blvd,Delmar Blvd,873315.77763775,1027921.91600916,6, ,S,119,1909,Fri,Tue,5:00,PM,June,18260,19043,2015,2015,,,HY4TCF,45275.9079513889,{067C4C65-6983-4A54-B3AF-18670BDADB83},873315.777637746,1027921.91600916
242,119,Big Bend Blvd,Delmar Blvd,873315.77763775,1027921.91600916,6,,S,119,1909,Fri,Tue,5:00,PM,June,18260,19043,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{257BDD24-1FBE-47FB-B9C5-53AB4F2978AB},873315.777637746,1027921.91600916
243,120,Big Bend Blvd,Edgar Rd,864733.54086525,1003823.05475815,5, ,E,120,1450,Wed,Thu,7:00,AM,May,13490,13709,2015,2015,,,HY4TCF,45275.9079513889,{B27E0541-F803-4DE0-B735-AEF901BFA33B},864733.540865246,1003823.05475815
244,120,Big Bend Blvd,Edgar Rd,864733.54086525,1003823.05475815,5,,E,120,1450,Wed,Thu,7:00,AM,May,13490,13709,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{2F67C0AB-71CC-4B95-9F32-A51017F92F9F},864733.540865246,1003823.05475815
245,121,Big Bend Blvd,Elm Ave,860806.45751208,1001249.27020757,5, ,E,121,1004,Wed,Tue,5:00,PM,May,10120,10435,2015,2015,,,HY4TCF,45275.9079513889,{09E389BF-80D0-406B-864D-00BAD261A2DF},860806.457512081,1001249.27020757
246,121,Big Bend Blvd,Elm Ave,860580.76308158,1001093.02019199,12,,E,121,1160,Thu,Thu,3:00,PM,December,9460,10510,2022,2022,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44911.6087515741,{C8C21A8B-87D2-4CFE-931A-780B8E244EAC},860580.76308158,1001093.02019199
247,122,Big Bend Blvd,Elm Ave,860580.76308158,1001093.02019199,5, ,W,122,928,Tue,Tue,5:00,PM,May,7770,7883,2015,2015,,,HY4TCF,45275.9079513889,{08693407-263D-4207-B22E-FA8BE1E3D029},860580.76308158,1001093.02019199
248,122,Big Bend Blvd,Elm Ave,860806.45751208,1001249.27020757,12,,W,122,890,Fri,Fri,4:00,PM,December,6210,6760,2022,2022,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44911.6087565857,{D1E5AD73-5164-4DF6-8F45-5C73F9701943},860806.457512081,1001249.27020757
249,132,Big Bend Blvd,Forest Park Parkway,873048.74470725,1026051.11364841,6, ,S,132,1527,Fri,Tue,5:00,PM,June,15040,15422,2015,2015,,,HY4TCF,45275.9079513889,{E5A807CA-F9F8-4C36-B47A-03FE20C91112},873048.744707245,1026051.11364841
250,1002,Big Bend Blvd,Forest Park Parkway,873081.20428799,1026260.31237699,6, ,N,1063,2189,Wed,Tue,5:00,PM,June,19730,20009,2015,2015,,,HY4TCF,45275.908599537,{1BB14820-B15B-4096-B215-820B2B182572},873081.204287995,1026260.31237699
251,132,Big Bend Blvd,Forest Park Pkwy,873048.74470725,1026051.11364841,6,,S,132,1527,Fri,Tue,5:00,PM,June,15040,15422,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{82CE9A04-2F2F-40EF-BB60-E6417521150C},873048.744707245,1026051.11364841
252,1229,Big Bend Blvd,Forest Park Pkwy,873081.20428799,1026260.31237699,6,,N,1063,2189,Wed,Tue,5:00,PM,June,19730,20009,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{7E10BA72-FD9C-4C86-A231-8C047498DE94},873081.204287995,1026260.31237699
253,123,Big Bend Blvd,Forsyth Blvd,872847.65423016,1024808.20734157,10, ,N,123,2178,Fri,Thur,5:00,PM,October,24217,24214,2018,2018,,,HY4TCF,45275.9079513889,{7BE45026-78A3-4C7B-9154-EF5259699618},872847.654230163,1024808.20734157
254,123,Big Bend Blvd,Forsyth Blvd,872847.65423016,1024808.20734157,10,,N,123,2180,Fri,Thur,5:00,PM,October,22440,24200,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{BE247D73-6E11-4CB2-9B56-253ADAC1F891},872847.654230163,1024808.20734157
255,1007,Big Bend Blvd,Forsyth Blvd,872792.10512866,1024466.39273649,10, ,S,1064,2603,Fri,Fri,5:00,PM,September,25487,2603,2018,2018,,,HY4TCF,45275.908599537,{998E155E-04A6-4EF1-95F5-6B27F0A3F5F7},872792.105128661,1024466.39273649
256,1234,Big Bend Blvd,Forsyth Blvd,872792.10512866,1024466.39273649,10,,S,1064,2600,Fri,Fri,5:00,PM,October,24740,26800,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{C8572AE6-E1B4-4CAC-BE2F-6AC6E7F549E0},872792.105128661,1024466.39273649
257,124,Big Bend Blvd,I-64 / US-40,871732.20272091,1018085.11711324,5, ,N,124,2506,Thu,Thu,5:00,PM,May,28270,28677,2015,2015,,,HY4TCF,45275.9079513889,{1184248C-B04F-473C-A509-D6B32AB1C8A6},871732.202720914,1018085.11711324
258,124,Big Bend Blvd,I-64 / US-40,871732.20272091,1018085.11711324,5,,N,124,2506,Thu,Thu,5:00,PM,May,28270,28677,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{50353727-9A0E-4CC3-B4AC-172892605096},871732.202720914,1018085.11711324
259,125,Big Bend Blvd,I-64 / US-40,871680.11949174,1017755.25589632,5, ,S,125,3128,Fri,Tue,4:00,PM,May,36130,35543,2015,2015,,,HY4TCF,45275.9079513889,{935EAC7E-15C0-4F3B-8DE9-C815ABD8913F},871680.119491745,1017755.25589632
260,125,Big Bend Blvd,I-64 / US-40,871680.11949174,1017755.25589632,5,,S,125,3128,Fri,Tue,4:00,PM,May,36130,35543,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{F37551E6-EF21-415E-A13B-931C57D276D0},871680.119491745,1017755.25589632
261,126,Big Bend Blvd,Laclede Station Rd,868407.54992141,1006362.0270424,5, ,NE,126,1767,Thu,Wed,5:00,PM,May,18710,19186,2015,2015,,,HY4TCF,45275.9079513889,{86879F28-4F2E-476B-A971-DB88F0C836CB},868407.549921412,1006362.0270424
262,126,Big Bend Blvd,Laclede Station Rd,868203.55689108,1006153.69346957,11,,NE,126,1800,Fri,Wed,0.166666666666667,PM,November,18500,19380,2021,2015,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535973264,{99835B01-146E-4975-B53F-F94CBCE2C88A},868203.55689108,1006153.69346957
263,127,Big Bend Blvd,Laclede Station Rd,868203.55689108,1006153.69346957,5, ,SW,127,1345,Fri,Thu,5:00,PM,May,13250,14403,2015,2015,,,HY4TCF,45275.9079513889,{982530F0-C96A-4A88-98D4-1B06CCF80645},868203.55689108,1006153.69346957
264,127,Big Bend Blvd,Laclede Station Rd,868407.54992141,1006362.0270424,11,,SW,127,990,Fri,Thu,0.125,PM,November,10090,10540,2021,2015,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8535992824,{794243B4-AD29-4563-9560-ED9DFC8A4823},868407.549921412,1006362.0270424
265,128,Big Bend Blvd,Lockwood Blvd,866098.52205916,1004126.78380949,5, ,NE,128,1296,Wed,Thu,5:00,PM,May,14200,15160,2015,2015,,,HY4TCF,45275.9079513889,{A9BD6CCD-7C3A-4024-8034-00D3B8BBC5B7},866098.522059161,1004126.78380949
266,128,Big Bend Blvd,Lockwood Blvd,865655.81395508,1004022.61702307,11,,NE,128,1080,Tues,Mon,0.125,PM,November,10130,11400,2021,2015,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8536009375,{7A7F9877-CEA2-46AE-B97B-52E815349511},865655.81395508,1004022.61702307
267,129,Big Bend Blvd,Lockwood Blvd,865655.81395508,1004022.61702307,5, ,SW,129,576,Wed,Tue,5:00,PM,May,6300,6412,2015,2015,,,HY4TCF,45275.9079513889,{50682BA4-3E59-4BAE-859C-932A1B47C098},865655.81395508,1004022.61702307
268,129,Big Bend Blvd,Lockwood Blvd,866098.52205916,1004126.78380949,11,,SW,129,580,Fri,Mon,3:00,PM,November,5410,6060,2021,2015,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8536027546,{CFEFF1A3-6626-4B1D-8C04-1DCF2669CE69},866098.522059161,1004126.78380949
269,130,Big Bend Blvd,Manchester Rd,870790.362413,1011987.02694724,5, ,N,130,2588,Thu,Thu,4:00,PM,May,29890,30403,2015,2015,,,HY4TCF,45275.9079513889,{E2A06D86-406D-48F8-9DAD-F2ABCACD7B94},870790.362412997,1011987.02694724
270,130,Big Bend Blvd,Manchester Rd,870790.362413,1011987.02694724,5,,N,130,2588,Thu,Thu,4:00,PM,May,29890,30403,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{75052048-C20A-451E-8889-5A7BED7910A2},870790.362412997,1011987.02694724
271,131,Big Bend Blvd,Manchester Rd,870751.29982708,1011770.01294557,5, ,S,131,2545,Thu,Thu,5:00,PM,June,27540,28064,2015,2015,,,HY4TCF,45275.9079513889,{2488408D-CD2A-4EBB-9A8F-B78E03699509},870751.29982708,1011770.01294557
272,131,Big Bend Blvd,Manchester Rd,870751.29982708,1011770.01294557,5,,S,131,2545,Thu,Thu,5:00,PM,June,27540,28064,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{4EDC36D4-B537-4394-A5C5-F0261D364146},870751.29982708,1011770.01294557
273,133,Big Bend Blvd,Murdoch Ave,866759.08537058,1004602.06337074,5, ,W,133,1447,Wed,Wed,5:00,PM,May,15570,15714,2015,2015,,,HY4TCF,45275.9079513889,{836EBDEE-5708-490A-924B-BB64494ABFAD},866759.085370578,1004602.06337074
274,133,Big Bend Blvd,Murdoch Ave,866759.08537058,1004602.06337074,12,,W,133,1330,Fri,Thurs,3:00,PM,December,14280,15600,2022,2022,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8536045718,{22153265-C54A-4950-812D-ADB6CE857EAE},866759.085370578,1004602.06337074
275,134,Big Bend Blvd,Oakwood Ave,867005.85554633,1004861.96836274,5, ,NE,134,1186,Wed,Thu,3:00,PM,May,13190,13358,2015,2015,,,HY4TCF,45275.9079513889,{CD63D08C-2B9A-4B80-BF7B-54EB2AEF092E},867005.855546329,1004861.96836274
276,134,Big Bend Blvd,Oakwood Ave,867005.85554633,1004861.96836274,11,,NE,134,730,Fri,Fri,0.166666666666667,PM,November,5480,8070,2022,2022,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44748.8536063889,{6447E554-A408-4871-A174-899F24CD22B8},867005.855546329,1004861.96836274
277,135,Big Bend Blvd,Rock Hill Rd,858043.18187066,998798.60024016,5, ,E,135,694,Tue,Tue,5:00,PM,May,6540,6736,2015,2015,,,HY4TCF,45275.9079513889,{A8CBD59D-C4D9-4073-81C9-02ACF5F8B978},858043.181870662,998798.600240156
278,135,Big Bend Blvd,Rock Hill Rd,858043.18187066,998798.60024016,11,,E,135,650,Thurs,Tue,5:00,PM,November,5700,5720,2022,2022,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{AB7D8A14-F203-4ECA-8A78-CFD91B8DB4B5},858043.181870662,998798.600240156
279,136,Big Bend Blvd,Rock Hill Rd,857878.25142625,998746.51668291,10, ,W,136,930,Thu,Tue,5:00,PM,October,8380,8782,2017,2017,,,HY4TCF,45275.9079513889,{512ED189-2F5E-4751-BCF8-D99CC38038D3},857878.251426246,998746.516682908
280,136,Big Bend Blvd,Rock Hill Rd,857878.25142625,998746.51668291,11,,W,136,930,Thurs,Tue,5:00,PM,October,8380,8780,2017,2017,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44911.6087597106,{20DA25C8-E09F-4961-8F9B-7BECD8427482},857878.251426246,998746.516682908
281,137,Big Bend Blvd,Shrewsbury Ave,869881.59913866,1007816.81251866,5,"425, 426-R",NE,137,1804,Thu,Wed,5:00,PM,May,18790,19184,2015,2015,,,HY4TCF,45275.9079513889,{6E6B6928-6AF4-4829-AFA4-A9FBB2038CA9},869881.599138662,1007816.81251866
282,137,Big Bend Blvd,Shrewsbury Ave,869731.54989808,1007592.00292891,5,"425, 426-R",NE,137,1804,Thu,Wed,5:00,PM,May,18790,19184,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{07F42A40-9FFC-42E1-9D40-DB1CD6FE6281},869731.549898081,1007592.00292891
283,138,Big Bend Blvd,Shrewsbury Ave,869731.54989808,1007592.00292891,10, ,SW,138,1736,Tue,Tue,5:00,PM,October,15441,16180,2018,2018,,,HY4TCF,45275.9079513889,{676B16F8-B6C7-427C-BFC1-383DE6CD84AF},869731.549898081,1007592.00292891
284,138,Big Bend Blvd,Shrewsbury Ave,869881.59913866,1007816.81251866,10,,SW,138,1740,Tue,Tue,5:00,PM,October,15750,16180,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{9B3FCBFD-B8FE-43DE-828C-395911B94735},869881.599138662,1007816.81251866
285,1001,Big Bend Blvd,Wydown Blvd,872564.53767041,1022993.64568199,6, ,S,1062,3150,Fri,Tue,5:00,PM,June,27110,28596,2015,2015,,,HY4TCF,45275.908599537,{3440E9B9-AF8A-4906-ABBE-01BCAC6CCDA5},872564.537670411,1022993.64568199
286,1228,Big Bend Blvd,Wydown Blvd,872564.53767041,1022993.64568199,6,,S,1062,3150,Fri,Tue,5:00,PM,June,27110,28596,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{A08BFA5D-2418-4A92-BC7D-4D89F28ACDA7},872564.537670411,1022993.64568199
287,139,Big Bend Rd,Barrett Station Rd,833507.59183433,994566.82917616,9, ,E,139,1001,Wed,Tue,4:00,PM,September,9940,10046,2014,2014,,,HY4TCF,45275.9079513889,{B209DB5A-32D7-4594-A9F3-264AB5E311FF},833507.591834329,994566.829176158
288,139,Big Bend Rd,Barrett Station Rd,833264.53621808,994662.31553374,11,,E,139,840,Wed,Tue,0.208333333333333,PM,November,7840,8540,2022,2022,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{14BEDA5C-7C0A-4593-874D-F9255C2D35EA},833264.536218081,994662.315533742
