OBJECTID,OBJECTID,Onstreet,Atstreet,x,y,Month,Bridge_ID,DirFrom,LocationID,PkHrVol,Max24HrDay,PkHrDay,PkHrTime,PkHrAMPM,Month2,AWT,Max24HrVol,YearTxt,Year,created_user,created_date,last_edited_user,last_edited_date,GlobalID,x2,y2
1822,873,Sulphur Spring Rd,Big Bend Rd,813067.13501191,995973.86310749,9, ,N,930,1214,Fri,Mon,4:00,PM,September,12420,13077,2014,2014,,,HY4TCF,45275.9079513889,{09480103-C116-419B-A0CD-C7FE64739673},813067.135011911,995973.863107488
1823,927,Sulphur Spring Rd,Big Bend Rd,813067.13501191,995973.86310749,5,,N,930,1280,Thurs,Thurs,0.208333333333333,PM,May,12100,12900,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{702689B1-BA2B-4F8C-89A9-D12A29F1F5E8},813067.135011911,995973.863107488
1824,874,Sulphur Spring Rd,Big Bend Rd,813084.75111841,995454.29918599,9,373-C,S,931,904,Fri,Fri,4:00,PM,September,9270,9888,2014,2014,,,HY4TCF,45275.9079513889,{67AD3E2E-87A9-476D-827C-DCB3DA6FC942},813084.75111841,995454.299185991
1825,928,Sulphur Spring Rd,Big Bend Rd,813084.75111841,995454.29918599,5,373-C,S,931,820,Fri,Fri,4:00,PM,May,8840,9500,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{008A4373-B1B6-43EC-97FC-16FA74A2B739},813084.75111841,995454.299185991
1826,875,Sulphur Spring Rd,Manchester Rd,814410.88494908,1004487.75191958,10, ,S,932,1278,Wed,Wed,5:00,PM,October,13610,14275,2014,2014,,,HY4TCF,45275.9079513889,{F00AE197-0801-4579-8FFF-9677C5F94F49},814410.884949081,1004487.75191958
1827,929,Sulphur Spring Rd,Manchester Rd,814410.88494908,1004487.75191958,6,,S,932,1118,Fri,Fri,0.166666666666667,PM,June,12608,13305,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{4B901D8C-F4F8-447E-ABA2-A6DAC1AB2DD7},814410.884949081,1004487.75191958
1828,876,Sulphur Spring Rd,Vance Rd,812700.41592908,992778.19463007,9,354-C,N,933,584,Fri,Tue,5:00,PM,September,5250,5531,2014,2014,,,HY4TCF,45275.9079513889,{07F2F02A-CAF6-477A-BD29-C842001982F2},812700.415929079,992778.194630072
1829,930,Sulphur Spring Rd,Vance Rd,812700.41592908,992778.19463007,4,354-C,N,933,45,Wedn,Wedn,0.166666666666667,PM,April,4100,4400,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{F21A2884-D9E5-4027-9065-B555242C7E47},812700.415929079,992778.194630072
1830,877,Summit Rd,Bowles Ave,827532.41283983,973321.08525041,11, ,E,934,439,Fri,Fri,4:00,PM,November,3790,4033,2014,2014,,,HY4TCF,45275.9079513889,{26BE1057-A065-41BB-8883-0B502A395687},827532.41283983,973321.085250407
1831,931,Summit Rd,Bowles Ave,827532.41283983,973321.08525041,12,,E,934,460,Fri,Tues,0.208333333333333,PM,December,4180,435,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{4E9DC7D9-6AB7-4E68-8797-8538C14C5A9A},827532.41283983,973321.085250407
1832,878,Summit Rd,Country Home Dr,831548.03768258,972584.10608132,11, ,W,935,575,Fri,Fri,5:00,PM,November,5240,5713,2014,2014,,,HY4TCF,45275.9079513889,{A89725D4-37B9-4094-8A6B-E283752893D2},831548.037682578,972584.106081322
1833,932,Summit Rd,Country Home Dr,831548.03768258,972584.10608132,2,,W,935,570,Fri,Thur,5:00,PM,February,5320,5700,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{6EC58AF5-CC3E-4424-90B7-1668377CC84E},831548.037682578,972584.106081322
1834,879,Summit Rd,Mo Rte 30,832396.99595841,972490.35626882,11, ,W,936,788,Fri,Fri,5:00,PM,November,7340,8003,2014,2014,,,HY4TCF,45275.9079513889,{664AEF5F-4779-42F2-A67C-2AB5A67AA856},832396.995958414,972490.356268823
1835,933,Summit Rd,Mo Rte 30,832396.99595841,972490.35626882,2,,W,936,780,Fri,Fri,0.166666666666667,PM,February,7570,8000,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{02C2A085-81B5-4D61-8738-3CF3821644C7},832396.995958414,972490.356268823
1836,880,Susan Rd,Telegraph Rd,875762.16086833,953930.20113199,8, ,E,937,148,Fri,Fri,5:00,PM,August,1604,1676,2018,2018,,,HY4TCF,45275.9079513889,{672748EC-52DE-4EC5-BD3D-9FFC0C372248},875762.160868328,953930.201131992
1837,934,Susan Rd,Telegraph Rd,875762.16086833,953930.20113199,8,,E,937,150,Fri,Fri,5:00,PM,August,1610,1680,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{33CF94AF-9040-428A-8977-4FEC8624A3DB},875762.160868328,953930.201131992
1838,881,Suson Hills Rd,Butler Hill Rd,850464.80595133,963905.17822924,8, ,N,938,194,Fri,Thu,3:00,PM,August,2030,2099,2017,2017,,,HY4TCF,45275.9079513889,{0EE042BD-E93D-423D-890A-CA3AB52C1DCD},850464.805951327,963905.178229235
1839,935,Suson Hills Rd,Butler Hill Rd,850464.80595133,963905.17822924,8,,N,938,194,Fri,Thu,3:00,PM,August,2030,2099,2017,2017,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{B7EE1252-4A8F-4A8F-BF24-5501CA5C9601},850464.805951327,963905.178229235
1840,882,Suson Hills Rd,Tesson Ferry Rd,850882.90157183,963465.07937191,8, ,NW,939,375,Thu,Thu,3:00,PM,August,4160,4261,2017,2017,,,HY4TCF,45275.9079513889,{A56A222F-4DAF-4AEB-B755-B92E44B833CB},850882.901571829,963465.079371907
1841,936,Suson Hills Rd,Tesson Ferry Rd,850882.90157183,963465.07937191,8,,NW,939,375,Thu,Thu,3:00,PM,August,4160,4261,2017,2017,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{7705CCA2-371B-4763-AEE4-D0C589D53DF5},850882.901571829,963465.079371907
1842,883,Suson Hills Rd,Tesson Ferry Rd,850938.45690691,963364.38501949,8, ,SE,940,204,Wed,Wed,5:00,pm,August,2150,2221,2017,2017,,,HY4TCF,45275.9079513889,{7678E9BE-C3F8-429F-8ED3-623A8959AD75},850938.456906911,963364.385019489
1843,937,Suson Hills Rd,Tesson Ferry Rd,850938.45690691,963364.38501949,8,,SE,940,204,Wed,Wed,5:00,pm,August,2150,2221,2017,2017,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{0E76390B-B3FA-44A0-9754-8F1E5E3F11EE},850938.456906911,963364.385019489
1844,884,Suson Hills Rd,Wells Rd,853445.40136808,962142.1627264,9, ,W,941,102,Fri,Fri,5:00,pm,September,1180,1267,2017,2017,,,HY4TCF,45275.9079513889,{9A9404AE-F4B2-4964-AEF4-4E8CCDD55FF2},853445.401368078,962142.162726402
1845,938,Suson Hills Rd,Wells Rd,853445.40136808,962142.1627264,9,,W,941,102,Fri,Fri,5:00,pm,September,1180,1267,2017,2017,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{5A8F7986-FA11-44A0-A893-08B3DE1D5AC8},853445.401368078,962142.162726402
1846,885,Telegraph Rd,Kingston Dr,880157.64092249,975590.07940007,8, ,NW,942,1086,Fri,Fri,4:00,PM,August,12430,13097,2015,2015,,,HY4TCF,45275.9079513889,{AF973BFC-A6F1-4CB3-A325-D2304DC35354},880157.640922494,975590.07940007
1847,939,Telegraph Rd,Kingston Dr,880157.64092249,975590.07940007,8,,NW,942,1086,Fri,Fri,4:00,PM,August,12430,13097,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{5F479D9C-CB7F-49B8-ADE5-C623DA461B1E},880157.640922494,975590.07940007
1848,886,Telegraph Rd,Lemay Ferry Rd,881151.56478766,982990.2529199,8, ,SE,943,682,Fri,Fri,5:00,PM,August,7540,8086,2015,2015,,,HY4TCF,45275.9079513889,{075F2470-0FF1-46B0-8510-7DBB0747D7E3},881151.564787664,982990.252919905
1849,940,Telegraph Rd,Lemay Ferry Rd,881151.56478766,982990.2529199,8,,SE,943,682,Fri,Fri,5:00,PM,August,7540,8086,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{E644B6B6-75BE-4DC6-8E6F-A5AE9F1AFEDC},881151.564787664,982990.252919905
1850,887,Telegraph Rd,Reavis Barracks Rd,880114.23812216,976327.92667765,8, ,N,944,801,Fri,Thu,3:00,PM,August,8620,9212,2015,2015,,,HY4TCF,45275.9079513889,{03666500-F875-4261-9EBF-EC0E38CDF7D3},880114.238122161,976327.926677652
1851,941,Telegraph Rd,Reavis Barracks Rd,880114.23812216,976327.92667765,8,,N,944,801,Fri,Thu,3:00,PM,August,8620,9212,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{BAFD286C-16E3-4F6B-9343-5F7776D211D2},880114.238122161,976327.926677652
1852,888,Tesshire Dr,Musick Ave,864462.63327058,982357.89460457,12,400 ,NE,945,183,Thu,Thu,4:00,PM,December,1970,2065,2010,2010,,,HY4TCF,45275.9079513889,{13107F47-6B0D-4FF4-8ECC-ECDC022D75A5},864462.63327058,982357.894604571
1853,942,Tesshire Dr,Musick Ave,864462.63327058,982357.89460457,7,400 ,NE,945,210,Fri,Wed,5:00,PM,July,2100,2130,2018,2018,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44750.8563011921,{03C269B7-CD3E-4E3E-BC24-9321CD1C366C},864462.63327058,982357.894604571
1854,889,Tesshire Dr,Tesson Ferry Rd,866447.63717458,984142.81327882,12, ,SW,946,137,Fri,Mon,4:00,PM,December,1310,1358,2010,2010,,,HY4TCF,45275.9079513889,{E14B91B5-DE41-4954-B8BE-6972146FB1B0},866447.63717458,984142.813278824
1855,943,Tesshire Dr,Tesson Ferry Rd,866447.63717458,984142.81327882,8,,SW,946,150,Fri,Mon,5:00,PM,August,1600,1650,2018,2018,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44750.8563029051,{59F5DCEB-39A2-42D7-AD3C-E87516B0E22F},866447.63717458,984142.813278824
1856,890,Theiss Rd,East Concord Rd,860490.19141233,976229.69524682,9, ,S,947,249,Wed,Wed,4:00,PM,September,2350,2376,2017,2017,,,HY4TCF,45275.9079513889,{9FB29069-C70D-4ECC-B05C-40FAD69E4644},860490.19141233,976229.695246823
1857,944,Theiss Rd,East Concord Rd,860490.19141233,976229.69524682,9,,S,947,249,Wed,Wed,4:00,PM,September,2350,2376,2017,2017,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{F1F2FABE-73C2-4B27-BE78-BB0123DEE882},860490.19141233,976229.695246823
1858,891,Theiss Rd,Little Rock Rd,864198.74633116,970125.44728474,9, ,NW,948,387,Fri,Wed,5:00,PM,September,3700,3818,2017,2017,,,HY4TCF,45275.9079513889,{09D799A5-8A36-4D0D-9E4A-8F4692C7981B},864198.746331163,970125.447284736
1859,945,Theiss Rd,Little Rock Rd,864198.74633116,970125.44728474,9,,NW,948,387,Fri,Wed,5:00,PM,September,3700,3818,2017,2017,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{8DC2052B-05C2-4ECA-BD85-C39916AA8499},864198.746331163,970125.447284736
1860,892,Theiss Rd,Von Talge Rd,863357.16796183,971746.88793949,10, ,NW,949,111,Thu,Wed,7:00,AM,October,960,984,2007,2007,,,HY4TCF,45275.9079513889,{018DACFE-45AC-4269-9D79-52995A4EAF02},863357.167961828,971746.88793949
1861,946,Theiss Rd,Von Talge Rd,863357.16796183,971746.88793949,12,,NW,949,110,Thu,Thu,7:00,AM,December,970,1070,2019,2019,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44750.8563050926,{5621CB1C-7821-41F7-A8DE-2F1DF30C006C},863357.167961828,971746.88793949
1862,893,Towne Centre Dr,Ambs Rd,858796.42117783,969442.59530399,10, ,NW,950,226,Wed,Thu,5:00,PM,October,2030,2224,2012,2012,,,HY4TCF,45275.9079513889,{9D4117CB-D338-4E33-92D2-5299853EEC4B},858796.421177831,969442.59530399
1863,947,Towne Centre Dr,Ambs Rd,858796.42117783,969442.59530399,3,,NW,950,230,Wed,Tues,5:00,PM,March,1960,2000,2020,2020,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44750.8563068981,{78709767-A305-4BD9-8D5E-1CC7B78EEA28},858796.421177831,969442.59530399
1864,894,Towne Centre Dr,Ambs Rd,858950.77979299,969320.97973357,10, ,SE,951,202,Wed,Thu,4:00,PM,October,2090,2238,2012,2012,,,HY4TCF,45275.9079513889,{F479F7EE-5D18-476B-8C5A-003973FE098A},858950.779792994,969320.979733571
1865,948,Towne Centre Dr,Ambs Rd,858950.77979299,969320.97973357,3,,SE,951,230,Wed,Thu,7:00,AM,March,1930,2050,2020,2020,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44750.8563087268,{8E1E16F5-8533-482E-B833-DEB06AF29922},858950.779792994,969320.979733571
1866,895,Trampe Ave,Bellefontaine Rd,901451.67280941,1076551.43653207,6,155-R,E,952,440,Sat,Mon,5:00,PM,June,5220,5525,2015,2015,,,HY4TCF,45275.9079513889,{F863FBBD-238E-45EE-881F-3BB94193E0F3},901451.672809411,1076551.43653207
1867,949,Trampe Ave,Bellefontaine Rd,901451.67280941,1076551.43653207,5,155-R,E,952,504,Fri,Thu,0.291666666666667,PM,June,5848,5971,2024,2024,lhale_stlcogis3,44748.6141215856,TFrazier_stlcogis,44750.8563103588,{BA767DFE-873F-4085-9DFA-3B6F567C0807},901451.672809411,1076551.43653207
1868,896,Trampe Ave,Larimore Rd,906489.84088266,1075900.38107566,7, ,W,953,263,Fri,Wed,5:00,PM,July,2880,3062,2015,2015,,,HY4TCF,45275.9079513889,{2FC30DCE-7E99-40C2-BB3B-B144BCDD6D55},906489.840882663,1075900.38107566
1869,950,Trampe Ave,Larimore Rd,906489.84088266,1075900.38107566,7,,W,953,263,Fri,Wed,5:00,PM,July,2880,3062,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{E3D33E7F-7E99-45A9-BD89-C191229946B2},906489.840882663,1075900.38107566
1870,897,Tree Court Dr,Big Bend Rd,830958.88105249,995240.95085941,8, ,S,954,337,Thu,Thu,11:00,AM,August,2870,3033,2016,2016,,,HY4TCF,45275.9079513889,{F9C24E94-650F-4070-A559-459821D9C2C8},830958.881052494,995240.950859405
1871,951,Tree Court Dr,Big Bend Rd,830958.88105249,995240.95085941,8,,S,954,337,Thu,Thu,11:00,AM,August,2870,3033,2016,2016,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{28360E76-27FC-4A1F-8AC8-802F1873528D},830958.881052494,995240.950859405
1872,898,Tree Court Industrial Blvd,Marshall Rd,833326.874348,991749.55265849,8, ,N,955,342,Thu,Fri,3:00,PM,August,3190,3324,2016,2016,,,HY4TCF,45275.9079513889,{2670F9E8-6F7C-455A-B85F-580EE83B7A60},833326.874347996,991749.552658491
1873,952,Tree Court Industrial Blvd,Marshall Rd,833326.874348,991749.55265849,8,,N,955,342,Thu,Fri,3:00,PM,August,3190,3324,2016,2016,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{F6AC353F-C57C-40EE-B9FE-EE2BDD9A3080},833326.874347996,991749.552658491
1874,899,Union Rd,Green Park Rd (North Int),873335.57254566,981222.75940765,9, ,N,956,1441,Fri,Fri,4:00,PM,September,14040,15382,2013,2013,,,HY4TCF,45275.9079513889,{C0775A8B-61CD-41A8-A67D-496E960EDA35},873335.572545663,981222.759407654
1875,953,Union Rd,Green Park Rd (North Int),873335.57254566,981222.75940765,9,,N,956,1470,Thurs,Fri,4:00,PM,November,13360,14220,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{8F899D9E-A11D-4AEE-ABE1-01B5F3AF8255},873335.572545663,981222.759407654
1876,900,Union Rd,Green Park Rd (South Int),871692.36060899,978992.1565854,9,406,S,957,1313,Fri,Fri,4:00,PM,September,12960,14209,2013,2013,,,HY4TCF,45275.9079513889,{B44C51AC-6B50-400A-B13E-C670230FE37A},871692.360608995,978992.156585403
1877,954,Union Rd,Green Park Rd (South Int),871692.36060899,978992.1565854,9,406,S,957,1760,Thurs,Thurs,4:00,PM,November,15730,16760,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{DAF7280A-25BE-4A46-9B67-DEFBC06D64FF},871692.360608995,978992.156585403
1878,901,Union Rd,Lindbergh Blvd,868351.19767191,974530.05100832,9, ,N,958,1544,Fri,Fri,4:00,PM,September,14110,16119,2013,2013,,,HY4TCF,45275.9079513889,{FBB848D3-5203-41E7-88DC-08B40ECEDD45},868351.197671913,974530.051008321
1879,955,Union Rd,Lindbergh Blvd,868351.19767191,974530.05100832,10,,N,958,1470,Fri,Fri,4:00,PM,October,13380,13960,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{D521F2CB-FF21-405D-9ACF-40228139E6B8},868351.197671913,974530.051008321
1880,902,Union Rd,Lindbergh Blvd,868168.90604175,974295.6758209,9, ,S,959,967,Sat,Sat,1:00,PM,September,7030,8793,2013,2013,,,HY4TCF,45275.9079513889,{F00C6AF8-B061-4C7A-8B17-5ECE756A2EA2},868168.906041745,974295.675820902
1881,956,Union Rd,Lindbergh Blvd,868168.90604175,974295.6758209,10,,S,959,580,Fri,Fri,0.166666666666667,PM,October,5080,6250,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{48BE4AAF-9B32-4274-9C2E-E24E4C4E8BFE},868168.906041745,974295.675820902
1882,903,Union Rd,Morganford Rd,879898.072544,989379.00917124,9, ,NE,960,222,Fri,Fri,4:00,PM,September,1550,2017,2013,2013,,,HY4TCF,45275.9079513889,{F44C3959-4BD5-4EB5-9F13-A3C21827472B},879898.072543997,989379.00917124
1883,957,Union Rd,Morganford Rd,879898.072544,989379.00917124,9,,NE,960,1720,Fri,Mon,4:00,PM,October,15630,16170,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{1D77F22F-E817-4003-9F84-B0C5ECDBBD14},879898.072543997,989379.00917124
1884,904,Union Rd,Reavis Barracks Rd,874569.94770158,982847.75911041,9, ,NE,961,1248,Fri,Thu,5:00,PM,September,13770,14698,2013,2013,,,HY4TCF,45275.9079513889,{127BAC09-8B0C-40D7-A4C8-2809E520ED52},874569.947701577,982847.759110406
1885,958,Union Rd,Reavis Barracks Rd,874569.94770158,982847.75911041,10,,NE,961,1700,Fri,Tues,0.166666666666667,PM,October,17080,17440,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{1EE43594-CBB2-4A07-BEC4-A3F5754C593C},874569.947701577,982847.759110406
1886,905,Union Rd,Reavis Barracks Rd,874372.03110266,982587.34263649,9, ,SW,962,1584,Fri,Fri,3:00,PM,September,14100,15868,2013,2013,,,HY4TCF,45275.9079513889,{B7206507-D114-4506-B531-BF7DB1783C8C},874372.031102661,982587.342636488
1887,959,Union Rd,Reavis Barracks Rd,874372.03110266,982587.34263649,10,,SW,962,1610,Fri,Fri,3:00,PM,October,14300,15300,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{11DA3360-62F8-456F-A026-7B64D6C98692},874372.031102661,982587.342636488
1888,906,Union Rd,Weber Rd,879382.447591,988884.2175099,9, ,NE,963,1715,Fri,Fri,4:00,PM,September,17680,20592,2013,2013,,,HY4TCF,45275.9079513889,{0385FF65-311E-40ED-8C89-EA9F87BAA02C},879382.447590996,988884.217509903
1889,960,Union Rd,Weber Rd,879382.447591,988884.2175099,10,,NE,963,1920,Fri,Tues,4:00,PM,October,18470,19720,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{B0F4B503-6870-45B5-BB16-341F1EBC587A},879382.447590996,988884.217509903
1890,907,Union Rd,Weber Rd,879215.78092958,988655.05097349,9, ,SW,964,1556,Fri,Fri,3:00,PM,September,9560,12671,2013,2013,,,HY4TCF,45275.9079513889,{B992AFF8-58DB-474C-AC38-C67463C2E0F6},879215.78092958,988655.05097349
1891,961,Union Rd,Weber Rd,879215.78092958,988655.05097349,11,,SW,964,1310,Fri,Thurs,0.166666666666667,PM,November,11000,11520,2023,2023,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{7A2547EE-7CB7-4887-92F0-6B02256F6747},879215.78092958,988655.05097349
1892,908,Vaile Ave,New Halls Ferry Rd,874549.18593208,1089677.48409882,4, ,NE,965,1234,Fri,Fri,4:00,PM,April,13990,14866,2016,2016,,,HY4TCF,45275.9079513889,{4BCB1185-0000-4CB3-8A46-39D9D3F3D8AC},874549.185932077,1089677.48409882
1893,962,Vaile Ave,New Halls Ferry Rd,874549.18593208,1089677.48409882,4,,NE,965,1234,Fri,Fri,4:00,PM,April,13990,14866,2016,2016,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{8487F9A1-803D-453B-A7DB-FF874A8A611C},874549.185932077,1089677.48409882
1894,909,Vaile Ave,Old Halls Ferry Rd,879309.78369433,1092431.57767199,4, ,NE,966,501,Thu,Fri,7:00,AM,April,4650,4896,2016,2016,,,HY4TCF,45275.9079513889,{B4BA021F-D4D3-46A2-9606-E4064513EEB8},879309.783694331,1092431.57767199
1895,963,Vaile Ave,Old Halls Ferry Rd,879309.78369433,1092431.57767199,4,,NE,966,501,Thu,Fri,7:00,AM,April,4650,4896,2016,2016,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{3F3A92C1-1461-474E-B9F2-BCD8F61BF071},879309.783694331,1092431.57767199
1896,910,Vaile Ave,Old Halls Ferry Rd,879025.92960325,1092095.64002366,4, ,SW,967,1002,Tue,Tue,4:00,PM,April,8240,8831,2016,2016,,,HY4TCF,45275.9079513889,{12E18404-1E66-4EA3-9661-0F1B41222E49},879025.929603245,1092095.64002366
1897,964,Vaile Ave,Old Halls Ferry Rd,879025.92960325,1092095.64002366,4,,SW,967,1002,Tue,Tue,4:00,PM,April,8240,8831,2016,2016,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{E20EF12B-A21C-4101-893B-9B13AE0826B5},879025.929603245,1092095.64002366
1898,911,Vaile Ave,Old Jamestown Rd,882023.32551133,1096689.39002249,5, ,SW,968,206,Sat,Sun,4:00,PM,May,1970,2213,2016,2016,,,HY4TCF,45275.9079513889,{73D9B712-6293-4971-8270-E6D35378B367},882023.325511329,1096689.39002249
1899,965,Vaile Ave,Old Jamestown Rd,882023.32551133,1096689.39002249,5,,SW,968,206,Sat,Sun,4:00,PM,May,1970,2213,2016,2016,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{72B9A99E-A9EE-4544-A7C7-C943DE9E4F05},882023.325511329,1096689.39002249
1900,912,Valcour Ave,Gravois Rd,867040.42076591,989515.21198282,9, ,N,969,360,Fri,Tue,5:00,PM,September,3370,3490,2015,2015,,,HY4TCF,45275.9079513889,{D0DA6DBA-63F7-4F2E-A0B9-9ED5B6EBC2F8},867040.420765914,989515.211982824
1901,966,Valcour Ave,Gravois Rd,867040.42076591,989515.21198282,9,,N,969,360,Fri,Tue,5:00,PM,September,3370,3490,2015,2015,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{90D24112-7894-4892-822F-E624F65A1EF3},867040.420765914,989515.211982824
1902,913,Valcour Ave,Heege Rd,867792.02589,995191.12648399,5, ,S,970,441,Thu,Thu,3:00,PM,May,4460,4524,2018,2018,,,HY4TCF,45275.9079513889,{51D88E27-5A53-4C50-86C3-B422787222BC},867792.025889996,995191.126483992
1903,967,Valcour Ave,Heege Rd,867792.02589,995191.12648399,5,,S,970,440,Thu,Thu,3:00,PM,May,4430,4540,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{65F981D1-FCCD-4545-B370-6D0699677F1A},867792.025889996,995191.126483992
1904,914,Valcour Ave,Weber Rd,867309.9618935,991536.77060374,5, ,N,971,424,Wed,Tue,3:00,PM,May,4340,4694,2018,2018,,,HY4TCF,45275.9079513889,{DD3D3BA2-3C66-4C79-BBBF-3201BDE1C7B4},867309.961893495,991536.770603739
1905,968,Valcour Ave,Weber Rd,867309.9618935,991536.77060374,5,,N,971,420,Wed,Tue,3:00,PM,May,4330,4700,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{6DEB56E3-07B7-4443-99B9-0567CC21D8A5},867309.961893495,991536.770603739
1906,915,Valcour Ave,Weber Rd,867278.86123391,991277.59658141,5, ,S,972,441,Wed,Tue,3:00,PM,May,5840,4831,2018,2018,,,HY4TCF,45275.9079513889,{453FCD32-632E-4798-82E0-C885BA6BE4A2},867278.861233912,991277.596581407
1907,969,Valcour Ave,Weber Rd,867278.86123391,991277.59658141,5,,S,972,440,Wed,Tue,3:00,PM,May,4380,4830,2018,2018,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{77E44E39-6A18-4D00-8079-876CE27FDBB4},867278.861233912,991277.596581407
1908,916,Valley Park Rd,Smizer Station Rd,821848.16075691,982972.56463508,8, ,NE,973,176,Fri,Thu,7:00,AM,August,950,1108,2016,2016,,,HY4TCF,45275.9079513889,{0E303EC8-EDC1-4C09-99C4-F7D98ACB6ACE},821848.160756912,982972.564635076
1909,970,Valley Park Rd,Smizer Station Rd,821848.16075691,982972.56463508,8,,NE,973,176,Fri,Thu,7:00,AM,August,950,1108,2016,2016,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{4E112EA0-C92A-490B-88C6-7BB2C01E9F08},821848.160756912,982972.564635076
1910,917,Valley Park Rd,South Highway Dr,824216.21277933,984867.00638424,8, ,SW,974,314,Wed,Wed,7:00,AM,August,1330,1399,2016,2016,,,HY4TCF,45275.9079513889,{F7AB04DC-5F3C-4A77-98F1-6B3CD293E004},824216.212779328,984867.006384239
1911,971,Valley Park Rd,South Highway Dr,824216.21277933,984867.00638424,8,,SW,974,314,Wed,Wed,7:00,AM,August,1330,1399,2016,2016,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{F7AF3D10-506C-41AB-9A1D-0D3233CA0BD6},824216.212779328,984867.006384239
1912,918,Vance Rd,Hanna Rd,816973.12719991,989446.36238299,9, ,E,975,849,Fri,Thu,5:00,PM,September,7850,8420,2014,2014,,,HY4TCF,45275.9079513889,{A97C5B94-B1A3-426A-96A3-DDB16F8FBE5C},816973.127199911,989446.362382986
1913,972,Vance Rd,Hanna Rd,816973.12719991,989446.36238299,4,,E,975,650,Fri,Fri,0.166666666666667,PM,April,6500,7090,2024,2024,lhale_stlcogis3,44748.6141215856,lhale_stlcogis3,44748.6141215856,{BB8D8896-A021-43A3-9B27-CE1C5BE170E6},816973.127199911,989446.362382986
1914,919,Vance Rd,Hanna Rd,816714.2638725,989689.5367654,9, ,W,976,660,Fri,Fri,5:00,PM,September,6040,6420,2014,2014,,,HY4TCF,45275.9079513889,{895220EA-570D-4A4C-A302-B802F99BFB3D},816714.263872497,989689.536765404
